Src,EqId,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c000duzz,"Monday, November 19, 2012 17:54:08 UTC",30.454,67.539,5.3,14.1,?,"4km SSE of Alik Ghund, Pakistan"
pr,12324009,"Monday, November 19, 2012 17:36:56 UTC",18.1243,-64.303,2.8,95,?,"46km SE of Road Town, British Virgin Islands"
us,c000duyv,"Monday, November 19, 2012 17:25:53 UTC",23.027,96.008,4.9,38.1,?,"51km WNW of Mogok, Burma"
us,c000duxx,"Monday, November 19, 2012 16:45:50 UTC",-33.921,-72.173,5.1,11,?,"62km SW of San Antonio, Chile"
us,2012idaw,"Monday, November 19, 2012 16:34:26 UTC",-17.925,-70.568,4.5,63.3,?,"35km WNW of Tacna, Peru"
ci,11205898,"Monday, November 19, 2012 15:44:57 UTC",34.1337,-118.3597,2.5,15.4,?,"0km SW of Universal City, California"
us,2012idav,"Monday, November 19, 2012 15:20:10 UTC",33.6901,-87.2932,2.6,1,?,"12km SW of Cordova, Alabama"
uw,60476177,"Monday, November 19, 2012 14:15:09 UTC",45.6487,-122.7642,3.2,19,?,"7km SW of Lake Shore, Washington"
us,c000duvf,"Monday, November 19, 2012 12:45:08 UTC",-10.737,165.225,4.2,46.3,?,"66km W of Lata, Solomon Islands"
us,c000duv3,"Monday, November 19, 2012 11:51:18 UTC",-5.8846,151.8713,4.8,10.17,?,"174km SSW of Kokopo, Papua New Guinea"
ak,10602616,"Monday, November 19, 2012 11:13:55 UTC",51.4559,-178.0923,3.8,5.4,?,"47km S of Tanaga Volcano, Alaska"
pr,12324007,"Monday, November 19, 2012 11:13:10 UTC",18.3451,-64.7485,2.5,5,?,"16km WSW of Road Town, British Virgin Islands"
us,c000duut,"Monday, November 19, 2012 11:02:50 UTC",-5.771,151.636,4.6,10.1,?,"167km E of Kimbe, Papua New Guinea"
us,c000duuj,"Monday, November 19, 2012 10:55:08 UTC",-5.8731,151.6449,5.2,10.01,?,"170km ESE of Kimbe, Papua New Guinea"
pr,12324008,"Monday, November 19, 2012 10:27:17 UTC",19.0277,-65.403,3.1,21,?,"79km NNE of Luquillo, Puerto Rico"
us,c000dutx,"Monday, November 19, 2012 10:15:54 UTC",-5.907,151.707,5.1,12.8,?,"177km ESE of Kimbe, Papua New Guinea"
pr,12324006,"Monday, November 19, 2012 10:11:00 UTC",19.3087,-65.2184,2.8,101,?,"111km NNW of Charlotte Amalie, U.S. Virgin Islands"
us,c000duty,"Monday, November 19, 2012 10:09:46 UTC",-9.538,108.243,5,34.9,?,"191km S of Sukamenak, Indonesia"
us,c000duti,"Monday, November 19, 2012 09:44:34 UTC",-5.734,151.606,6,10.1,?,"163km E of Kimbe, Papua New Guinea"
hv,60432676,"Monday, November 19, 2012 09:04:03 UTC",19.3462,-155.1092,2.7,9.2,?,"16km SE of Volcano, Hawaii"
us,c000dutb,"Monday, November 19, 2012 08:51:45 UTC",17.814,-101.297,4,30.5,?,"26km NNE of El Coacoyul, Mexico"
ak,10602582,"Monday, November 19, 2012 08:15:55 UTC",57.8464,-142.8696,2.7,42.6,?,"248km S of Cape Yakataga, Alaska"
us,c000dusy,"Monday, November 19, 2012 08:15:38 UTC",13.91,-91.605,4.3,35.1,?,"45km SW of Nueva Concepcion, Guatemala"
ak,10602572,"Monday, November 19, 2012 07:59:21 UTC",57.7276,-142.8789,2.6,15.4,?,"261km S of Cape Yakataga, Alaska"
us,c000duse,"Monday, November 19, 2012 07:31:22 UTC",36.763,70.9248,4.1,208.39,?,"13km SE of Jarm, Afghanistan"
pr,12324005,"Monday, November 19, 2012 07:26:08 UTC",18.1877,-68.2563,3.2,110,?,"42km ESE of Boca de Yuma, Dominican Republic"
ak,10602561,"Monday, November 19, 2012 07:05:57 UTC",58.4904,-152.3034,2.7,48.2,?,"78km N of Kodiak, Alaska"
ci,37101284,"Monday, November 19, 2012 06:52:46 UTC",32.3122,-115.3405,3,10.1,?,"14km WSW of Delta, Mexico"
ci,11205730,"Monday, November 19, 2012 06:52:41 UTC",32.2992,-115.3383,2.7,7.9,?,"15km WSW of Delta, Mexico"
pr,12324004,"Monday, November 19, 2012 05:59:55 UTC",19.1312,-63.8344,2.9,28,?,"114km NE of Road Town, British Virgin Islands"
pr,12324003,"Monday, November 19, 2012 05:55:49 UTC",18.599,-64.8815,2.8,13,?,"28km N of Charlotte Amalie, U.S. Virgin Islands"
pr,12324001,"Monday, November 19, 2012 05:54:06 UTC",18.5485,-67.3975,2.9,18,?,"27km NW of Rincon, Puerto Rico"
ak,10602543,"Monday, November 19, 2012 05:53:30 UTC",57.4066,-155.1871,2.6,70.8,?,"74km W of Larsen Bay, Alaska"
ak,10602534,"Monday, November 19, 2012 05:31:13 UTC",60.2778,-152.9371,2.8,114.9,?,"25km SSW of Redoubt Volcano, Alaska"
hv,60432611,"Monday, November 19, 2012 04:26:24 UTC",19.1965,-155.6948,3.2,7.6,?,"15km NNE of Hawaiian Ocean View, Hawaii"
us,c000durc,"Monday, November 19, 2012 04:09:27 UTC",-59.395,-18.225,5.1,10,?,"East of the South Sandwich Islands"
pr,12324000,"Monday, November 19, 2012 03:51:37 UTC",17.9941,-65.3755,2.6,12,?,"15km SE of Esperanza, Puerto Rico"
us,c000dur9,"Monday, November 19, 2012 03:48:51 UTC",36.979,-104.822,2.5,5,?,"35km SW of Trinidad, Colorado"
ak,10602509,"Monday, November 19, 2012 03:34:58 UTC",61.82,-151.5558,3.1,85.1,?,"80km W of Willow, Alaska"
ak,10602467,"Sunday, November 18, 2012 22:32:43 UTC",51.4935,-178.1126,2.6,13.2,?,"43km S of Tanaga Volcano, Alaska"
us,c000dupv,"Sunday, November 18, 2012 22:12:52 UTC",14.202,-92.398,4.4,37.5,?,"40km SSW of Ocos, Guatemala"
us,c000dunk,"Sunday, November 18, 2012 20:01:26 UTC",5.974,125.82,5.1,123.5,?,"15km ESE of Mangili, Philippines"
ak,10602435,"Sunday, November 18, 2012 19:46:38 UTC",62.9935,-150.9526,3.4,113.3,?,"86km NNW of Talkeetna, Alaska"
ak,10602420,"Sunday, November 18, 2012 18:24:17 UTC",51.593,177.272,3.7,45.4,?,"61km SSW of Kiska Volcano, Alaska"
ak,10602414,"Sunday, November 18, 2012 18:03:59 UTC",51.443,-178.1875,2.5,17.8,?,"49km S of Tanaga Volcano, Alaska"
ak,10604431,"Sunday, November 18, 2012 17:57:59 UTC",57.5664,-142.8208,2.7,12,?,"279km S of Cape Yakataga, Alaska"
ak,10602401,"Sunday, November 18, 2012 17:47:10 UTC",57.542,-142.8301,3.5,12,?,"282km S of Cape Yakataga, Alaska"
us,2012icah,"Sunday, November 18, 2012 13:48:09 UTC",-4.212,152.378,4.5,164.7,?,"20km NE of Kokopo, Papua New Guinea"
us,2012icag,"Sunday, November 18, 2012 13:29:24 UTC",-38.15,-73.73,4.7,6.7,?,"48km SW of Canete, Chile"
us,2012icaf,"Sunday, November 18, 2012 13:25:25 UTC",32.9638,69.7475,4.4,35,?,"30km W of Miram Shah, Pakistan"
nc,71888751,"Sunday, November 18, 2012 10:55:54 UTC",38.8295,-122.787,2.6,2.2,?,"5km W of Cobb, California"
us,2012icb1,"Sunday, November 18, 2012 10:44:05 UTC",-34.787,-108.403,4.5,10,?,"Southern East Pacific Rise"
nc,71888741,"Sunday, November 18, 2012 10:43:43 UTC",38.832,-122.793,2.5,2.5,?,"6km W of Cobb, California"
us,2012icbz,"Sunday, November 18, 2012 10:22:11 UTC",2.628,127.361,4.6,90.3,?,"122km NW of Tobelo, Indonesia"
pr,12323006,"Sunday, November 18, 2012 08:55:01 UTC",19.0827,-65.4365,2.8,35,?,"83km NNE of Luquillo, Puerto Rico"
hv,60432431,"Sunday, November 18, 2012 07:52:01 UTC",19.8107,-155.7272,2.5,28.6,?,"16km SSE of Waikoloa, Hawaii"
nc,71888646,"Sunday, November 18, 2012 06:53:04 UTC",40.657,-125.3637,3.7,23.1,?,"76km W of Ferndale, California"
ak,10604389,"Sunday, November 18, 2012 06:12:01 UTC",57.623,-142.8598,2.6,10,?,"273km S of Cape Yakataga, Alaska"
pr,12323004,"Sunday, November 18, 2012 06:10:21 UTC",19.6051,-67.7291,3.1,39,?,"133km NNE of Punta Cana, Dominican Republic"
ak,10602293,"Sunday, November 18, 2012 05:49:42 UTC",51.22,179.8119,2.5,19.3,?,"75km W of Amatignak Island, Alaska"
ak,10602279,"Sunday, November 18, 2012 04:59:47 UTC",57.5374,-142.8447,2.7,10,?,"282km S of Cape Yakataga, Alaska"
ak,10602269,"Sunday, November 18, 2012 04:44:29 UTC",57.5844,-142.834,2.9,10,?,"277km S of Cape Yakataga, Alaska"
ak,10602257,"Sunday, November 18, 2012 04:14:57 UTC",62.4252,-150.4156,2.8,62.7,?,"19km NW of Talkeetna, Alaska"
pr,12323005,"Sunday, November 18, 2012 03:41:36 UTC",19.2803,-68.8001,2.9,11,?,"41km NE of Miches, Dominican Republic"
nc,71888511,"Sunday, November 18, 2012 03:41:01 UTC",36.6162,-121.2243,3.2,6.9,?,"23km NNE of Soledad, California"
us,2012icac,"Sunday, November 18, 2012 02:55:58 UTC",-3.473,131.003,4.2,42.6,?,"232km E of Amahai, Indonesia"
pr,12323003,"Sunday, November 18, 2012 02:38:11 UTC",19.0755,-65.4237,3.2,32,?,"83km NNE of Luquillo, Puerto Rico"
us,c000duih,"Sunday, November 18, 2012 02:34:51 UTC",-21.596,-68.663,4.1,118.5,?,"100km NNE of Calama, Chile"
nc,71888456,"Sunday, November 18, 2012 01:41:35 UTC",40.6865,-123.5265,2.9,28.5,?,"29km SSE of Willow Creek, California"
pr,12323002,"Sunday, November 18, 2012 01:14:47 UTC",19.0837,-65.4172,3,10,?,"84km NNE of Luquillo, Puerto Rico"
pr,12323001,"Sunday, November 18, 2012 01:11:05 UTC",19.0328,-65.4206,3.1,47,?,"79km NNE of Luquillo, Puerto Rico"
ak,10601958,"Sunday, November 18, 2012 01:04:43 UTC",58.5735,-153.1506,2.5,58.9,?,"95km NNW of Kodiak Station, Alaska"
pr,12323000,"Sunday, November 18, 2012 00:15:42 UTC",18.9864,-65.4432,3.2,13,?,"73km NNE of Luquillo, Puerto Rico"
ak,10601944,"Saturday, November 17, 2012 23:03:58 UTC",54.6175,-160.77,2.9,25.4,?,"80km WSW of Chernabura Island, Alaska"
us,c000dugf,"Saturday, November 17, 2012 22:59:43 UTC",-18.751,-174.818,4.9,276.6,?,"88km W of Neiafu, Tonga"
us,c000dug2,"Saturday, November 17, 2012 22:42:46 UTC",-6.431,130.126,5,99.4,?,"213km NW of Saumlaki, Indonesia"
us,c000duf1,"Saturday, November 17, 2012 21:19:27 UTC",13.719,-92.296,4.5,35.4,?,"76km SSW of Champerico, Guatemala"
us,c000duev,"Saturday, November 17, 2012 21:12:01 UTC",-5.933,151.937,4.8,38.5,?,"178km SSW of Kokopo, Papua New Guinea"
us,c000duep,"Saturday, November 17, 2012 21:02:54 UTC",-5.782,151.814,4.9,45.7,?,"165km SSW of Kokopo, Papua New Guinea"
us,c000dued,"Saturday, November 17, 2012 20:44:04 UTC",13.501,-91.823,4.5,61.8,?,"88km S of Champerico, Guatemala"
ak,10601920,"Saturday, November 17, 2012 20:02:33 UTC",51.4979,-178.2003,3.1,17.4,?,"43km S of Tanaga Volcano, Alaska"
us,c000dubt,"Saturday, November 17, 2012 18:43:50 UTC",-37.124,-95.022,5.4,10.3,?,"Southeast of Easter Island"
us,c000dub9,"Saturday, November 17, 2012 18:12:20 UTC",-37.176,-95.057,5.4,10.3,?,"Southeast of Easter Island"
us,c000du9x,"Saturday, November 17, 2012 16:37:40 UTC",45.337,151.466,4.9,47.3,?,"281km E of Kuril'sk, Russia"
ak,10601863,"Saturday, November 17, 2012 15:45:34 UTC",63.5463,-147.346,2.8,4.1,?,"81km ENE of Cantwell, Alaska"
us,c000du78,"Saturday, November 17, 2012 12:22:13 UTC",-4.935,133.965,4.5,35,?,"96km NNW of Dobo, Indonesia"
us,c000du6s,"Saturday, November 17, 2012 10:13:48 UTC",13.213,-91.984,4.4,35,?,"120km S of Champerico, Guatemala"
us,c000du6g,"Saturday, November 17, 2012 09:09:36 UTC",-18.892,-68.865,4.7,124.5,?,"106km SE of Putre, Chile"
us,c000du6f,"Saturday, November 17, 2012 09:06:27 UTC",-22.308,171.53,5.1,129.8,?,"54km W of Ile Hunter, New Caledonia"
ak,10601819,"Saturday, November 17, 2012 08:56:38 UTC",56.0769,-152.6604,3.6,24.5,?,"181km SSE of Larsen Bay, Alaska"
ak,10601810,"Saturday, November 17, 2012 07:22:23 UTC",54.5068,-163.6004,2.6,72.6,?,"40km SSW of False Pass, Alaska"
ak,10601803,"Saturday, November 17, 2012 07:10:35 UTC",59.9574,-152.7834,2.5,90.9,?,"57km WNW of Anchor Point, Alaska"
us,c000du5l,"Saturday, November 17, 2012 06:47:44 UTC",14.002,-92.444,4.4,35,?,"62km SSW of Ocos, Guatemala"
us,2012ibda,"Saturday, November 17, 2012 06:32:03 UTC",-18.336,-172.073,4,10,?,"204km E of Neiafu, Tonga"
us,2012ibc9,"Saturday, November 17, 2012 06:20:08 UTC",-17.48,-173.61,4.1,35,?,"135km NNE of Neiafu, Tonga"
pr,12322000,"Saturday, November 17, 2012 05:47:55 UTC",18.0235,-65.4128,2.7,19,?,"10km SE of Esperanza, Puerto Rico"
us,2012ibc8,"Saturday, November 17, 2012 05:40:41 UTC",-5.396,146.988,4.5,210.6,?,"133km E of Madang, Papua New Guinea"
us,c000du4e,"Saturday, November 17, 2012 05:29:45 UTC",-20.352,-178.488,4.7,586.5,?,"39km NNE of Ndoi Island, Fiji"
us,c000du43,"Saturday, November 17, 2012 05:12:56 UTC",-18.381,-172.32,5.9,10,?,"178km E of Neiafu, Tonga"
us,c000du3p,"Saturday, November 17, 2012 04:48:58 UTC",36.725,-97.396,3,5,?,"9km NW of Tonkawa, Oklahoma"
us,c000du3n,"Saturday, November 17, 2012 04:35:58 UTC",10.726,-84.934,4.8,181.1,?,"13km E of Bijagua, Costa Rica"
us,2012ibdd,"Saturday, November 17, 2012 03:51:16 UTC",9.971,-62.938,4,35,?,"23km SE of Caripito, Venezuela"
us,c000du3g,"Saturday, November 17, 2012 03:11:29 UTC",-36.905,-95.964,4.5,10,?,"West Chile Rise"
us,c000du3a,"Saturday, November 17, 2012 02:51:23 UTC",-14.99,167.46,5.6,123.2,?,"44km E of Port-Olry, Vanuatu"
ak,10604206,"Saturday, November 17, 2012 02:09:52 UTC",51.708,-179.3021,2.6,99.2,?,"51km NNW of Amatignak Island, Alaska"
ci,11204858,"Saturday, November 17, 2012 01:42:03 UTC",32.22,-115.2982,2.8,6.8,?,"12km W of Alberto Oviedo Mota, Mexico"
us,2012ibdc,"Saturday, November 17, 2012 01:30:12 UTC",-5.762,151.769,4.5,66.3,?,"165km SSW of Kokopo, Papua New Guinea"
ak,10601675,"Saturday, November 17, 2012 00:35:01 UTC",63.0914,-149.3245,3.1,88.8,?,"38km SSW of Cantwell, Alaska"
us,c000du1e,"Friday, November 16, 2012 23:55:50 UTC",52.118,153.026,4.3,410.3,?,"250km WNW of Ozernovskiy, Russia"
hv,60432076,"Friday, November 16, 2012 22:54:19 UTC",19.1992,-155.3353,3,49.5,?,"15km E of Pahala, Hawaii"
us,c000dtwh,"Friday, November 16, 2012 21:06:47 UTC",12.916,-88.795,4.7,64.9,?,"48km SSW of Puerto El Triunfo, El Salvador"
nc,71887696,"Friday, November 16, 2012 19:51:51 UTC",40.369,-125.0103,2.8,12.3,?,"67km WSW of Ferndale, California"
ci,11204658,"Friday, November 16, 2012 19:14:12 UTC",33.9452,-116.3552,2.9,7.9,?,"6km N of Sky Valley, California"
us,c000dtr7,"Friday, November 16, 2012 18:12:39 UTC",49.273,155.476,6.5,29,?,"163km SSW of Severo-Kuril'sk, Russia"
pr,12321003,"Friday, November 16, 2012 18:11:15 UTC",18.995,-64.9131,2.7,9,?,"71km NNW of Road Town, British Virgin Islands"
us,c000dtqy,"Friday, November 16, 2012 18:00:29 UTC",-55.814,-26.716,5,34.5,?,"103km NNE of Visokoi Island, "
us,c000dtnl,"Friday, November 16, 2012 16:40:17 UTC",37.544,72.03,4.9,127.6,?,"36km NNE of Roshtqal'a, Tajikistan"
ci,11204546,"Friday, November 16, 2012 16:33:17 UTC",33.0112,-115.5655,2.6,12.2,?,"4km NW of Brawley, California"
nc,71887551,"Friday, November 16, 2012 15:37:44 UTC",40.3852,-125.023,2.9,12.5,?,"67km WSW of Ferndale, California"
us,c000dtkf,"Friday, November 16, 2012 13:02:01 UTC",13.879,-91.853,4.8,34.8,?,"47km S of Champerico, Guatemala"
pr,12321001,"Friday, November 16, 2012 10:49:30 UTC",17.0981,-68.0801,3,39,?,"135km SW of Pole Ojea, Puerto Rico"
ak,10601293,"Friday, November 16, 2012 10:18:34 UTC",51.3374,-175.9721,2.5,20.3,?,"76km SE of Adak, Alaska"
ak,10601283,"Friday, November 16, 2012 09:51:21 UTC",60.0234,-152.8809,3.1,114.3,?,"52km S of Redoubt Volcano, Alaska"
us,c000dti9,"Friday, November 16, 2012 08:25:57 UTC",35.217,140.988,5.3,41.6,?,"55km E of Ohara, Japan"
us,c000dzgz,"Friday, November 16, 2012 07:23:07 UTC",-5.6008,150.6409,3.9,41.07,?,"55km E of Kimbe, Papua New Guinea"
us,c000dthk,"Friday, November 16, 2012 06:24:42 UTC",-53.956,-134.758,5.6,10,?,"Pacific-Antarctic Ridge"
us,2012iabd,"Friday, November 16, 2012 06:22:45 UTC",51.054,-179.557,2.6,25.4,?,"38km SW of Amatignak Island, Alaska"
us,2012iacv,"Friday, November 16, 2012 06:13:44 UTC",-17.736,-69.614,4.1,154.3,?,"51km N of Putre, Chile"
us,c000dth6,"Friday, November 16, 2012 06:05:40 UTC",-7.975,-74.359,4.3,145.6,?,"49km NNE of Pucallpa, Peru"
pr,12321000,"Friday, November 16, 2012 05:33:38 UTC",18.7222,-64.4615,3.1,35,?,"37km NNE of Road Town, British Virgin Islands"
us,2012iacu,"Friday, November 16, 2012 05:10:59 UTC",-2.074,139.22,4.4,34.9,?,"163km WNW of Abepura, Indonesia"
us,2012iact,"Friday, November 16, 2012 05:04:14 UTC",-5.876,151.966,4.1,54.7,?,"171km S of Kokopo, Papua New Guinea"
ci,15245897,"Friday, November 16, 2012 04:44:36 UTC",34.7618,-117.494,2.7,2.2,?,"21km NNW of Adelanto, California"
us,2012iacy,"Friday, November 16, 2012 04:08:15 UTC",-58.913,-25.237,4.3,18.5,?,"74km E of Bristol Island, South Sandwich Islands"
us,c000dtgd,"Friday, November 16, 2012 03:58:25 UTC",38.56,46.59,4.9,15,?,"42km WNW of Ahar, Iran"
us,c000dtg5,"Friday, November 16, 2012 03:04:59 UTC",13.956,-92.385,4.4,64.3,?,"63km SW of Champerico, Guatemala"
us,2012iacz,"Friday, November 16, 2012 01:18:34 UTC",16.367,120.962,4.2,29.5,?,"6km W of Salinas, Philippines"
us,c000dten,"Friday, November 16, 2012 00:38:05 UTC",-21.507,-69.503,5,54.3,?,"96km NE of Tocopilla, Chile"
us,c000dtef,"Friday, November 16, 2012 00:21:57 UTC",-13.28,-76.509,4.7,42.2,?,"26km SSW of San Vicente de Canete, Peru"
us,c000dteb,"Friday, November 16, 2012 00:07:35 UTC",-25.189,179.719,4.5,502.7,?,"South of the Fiji Islands"
us,2012hzba,"Thursday, November 15, 2012 23:41:02 UTC",-30.988,-71.171,4.2,65.8,?,"39km SSW of Monte Patria, Chile"
ak,10600990,"Thursday, November 15, 2012 23:39:18 UTC",51.9295,178.442,2.9,4.6,?,"4km WSW of Little Sitkin Island, Alaska"
us,c000dtcj,"Thursday, November 15, 2012 22:19:08 UTC",-20.545,-175.127,4.8,35,?,"65km N of Nuku`alofa, Tonga"
us,c000dtbz,"Thursday, November 15, 2012 22:10:24 UTC",-0.029,123.425,4.7,155.5,?,"51km SSE of Bilungala, Indonesia"
ak,10600941,"Thursday, November 15, 2012 22:00:03 UTC",51.9559,178.5465,2.6,3.4,?,"3km ENE of Little Sitkin Island, Alaska"
us,c000dtbj,"Thursday, November 15, 2012 21:55:14 UTC",-16.859,-175.039,4.7,254.8,?,"170km SW of Hihifo, Tonga"
ci,15245769,"Thursday, November 15, 2012 21:54:04 UTC",31.7757,-116.1813,2.7,10,?,"37km E of Maneadero, Mexico"
us,c000dt7v,"Thursday, November 15, 2012 20:32:36 UTC",-32.651,-71.832,4.5,21.1,?,"47km NNW of Valparaiso, Chile"
us,c000dt2m,"Thursday, November 15, 2012 16:33:04 UTC",-3.48,149.759,4.8,3.2,?,"152km SW of Kavieng, Papua New Guinea"
mb,12785478,"Thursday, November 15, 2012 16:23:00 UTC",44.6943,-112.4705,2.5,10.1,?,"11km ENE of Lima, Montana"
us,c000dt13,"Thursday, November 15, 2012 15:47:09 UTC",-25.881,178.242,4.9,642.2,?,"South of the Fiji Islands"
pr,12320001,"Thursday, November 15, 2012 14:38:46 UTC",18.2882,-65.3805,2.7,14,?,"8km W of Culebra, Puerto Rico"
ak,10600726,"Thursday, November 15, 2012 11:50:10 UTC",57.5721,-142.9083,3.8,11.2,?,"279km S of Cape Yakataga, Alaska"
us,c000dszb,"Thursday, November 15, 2012 11:22:22 UTC",52.485,173.354,5.5,30,?,"41km SSE of Attu Station, Alaska"
ak,10600699,"Thursday, November 15, 2012 10:55:16 UTC",57.6841,-154.56,2.5,48.6,?,"38km WNW of Larsen Bay, Alaska"
us,c000dsz5,"Thursday, November 15, 2012 10:40:27 UTC",15.23,-93.196,4.3,74.2,?,"38km SW of Mapastepec, Mexico"
ak,10600682,"Thursday, November 15, 2012 09:37:15 UTC",60.8121,-148.9451,2.8,45.8,?,"14km WNW of Whittier, Alaska"
us,c000dsyl,"Thursday, November 15, 2012 09:20:23 UTC",18.407,-100.373,6.1,60.8,?,"9km E of Tlalchapa, Mexico"
us,c000dsye,"Thursday, November 15, 2012 08:21:49 UTC",-3.25,148.176,5.9,9.9,?,"168km SE of Lorengau, Papua New Guinea"
us,c000dsy2,"Thursday, November 15, 2012 08:01:01 UTC",14.078,-91.628,4.8,35,?,"36km SW of Pueblo Nuevo Tiquisate, Guatemala"
ak,10600646,"Thursday, November 15, 2012 07:25:00 UTC",57.5127,-155.7816,2.6,77.8,?,"108km W of Larsen Bay, Alaska"
us,c000dsxl,"Thursday, November 15, 2012 06:42:38 UTC",14.125,-92.33,4.9,35,?,"45km SSW of Ocos, Guatemala"
us,c000dsx2,"Thursday, November 15, 2012 04:58:59 UTC",19.123,145.816,4.9,124.6,?,"42km NNE of Agrihan, Northern Mariana Islands"
ak,10603063,"Thursday, November 15, 2012 04:25:15 UTC",57.5769,-142.812,2.8,11.9,?,"278km S of Cape Yakataga, Alaska"
us,c000dsvv,"Thursday, November 15, 2012 01:36:38 UTC",43.971,39.108,4.1,18,?,"7km SSW of Shepsi, Russia"
us,c000dsvr,"Thursday, November 15, 2012 01:30:39 UTC",27.4912,140.0814,4.4,485.12,?,"216km WNW of Chichi-shima, Japan"
us,2012hzae,"Thursday, November 15, 2012 00:25:52 UTC",39.627,73.523,4.2,52.6,?,"26km ESE of Sary-Tash, Kyrgyzstan"
us,2012hzac,"Thursday, November 15, 2012 00:00:28 UTC",32.877,92.318,4.1,10,?,"75km NNE of Segong, China"
us,c000dsu0,"Thursday, November 15, 2012 00:00:06 UTC",-5.802,151.723,4.8,8.8,?,"171km SSW of Kokopo, Papua New Guinea"
us,c000dssh,"Wednesday, November 14, 2012 23:41:56 UTC",-5.86,151.341,5.6,35,?,"137km ESE of Kimbe, Papua New Guinea"
us,c000dski,"Wednesday, November 14, 2012 19:02:05 UTC",-29.122,-71.204,6.2,59.2,?,"75km SW of Vallenar, Chile"
us,c000dsj6,"Wednesday, November 14, 2012 18:22:31 UTC",-14.457,173.745,5.2,594,?,"Fiji region"
us,2012hybb,"Wednesday, November 14, 2012 16:52:11 UTC",51.965,-173.51,4.3,25.7,?,"53km ESE of Atka, Alaska"
us,2012hyde,"Wednesday, November 14, 2012 16:48:04 UTC",24.331,122.868,4.6,54.7,?,"20km SW of Yonakuni, Japan"
ak,10600190,"Wednesday, November 14, 2012 16:13:38 UTC",57.4542,-142.7907,3,0.1,?,"291km S of Cape Yakataga, Alaska"
ak,10600182,"Wednesday, November 14, 2012 15:57:14 UTC",57.616,-142.7696,3.1,15,?,"273km S of Cape Yakataga, Alaska"
us,2012hya9,"Wednesday, November 14, 2012 14:21:48 UTC",24.783,128.396,4.4,10,?,"165km SSE of Itoman, Japan"
us,2012hydd,"Wednesday, November 14, 2012 14:17:14 UTC",26.535,142.01,4.1,26.4,?,"64km SSW of Chichi-shima, Japan"
us,2012hya8,"Wednesday, November 14, 2012 14:04:36 UTC",22.821,96.06,4.4,10,?,"46km WSW of Mogok, Burma"
us,2012hydc,"Wednesday, November 14, 2012 13:40:37 UTC",15.261,-45.439,4.4,10,?,"Northern Mid-Atlantic Ridge"
us,2012hya7,"Wednesday, November 14, 2012 13:33:14 UTC",-19.038,169.503,4.7,277,?,"61km NNE of Isangel, Vanuatu"
us,2012hydb,"Wednesday, November 14, 2012 13:03:10 UTC",55.667,164.955,4.5,28.5,?,"84km NW of Nikol'skoye, Russia"
ak,10600156,"Wednesday, November 14, 2012 12:39:01 UTC",57.8673,-142.6946,3.1,46.8,?,"245km S of Cape Yakataga, Alaska"
us,c000dsf7,"Wednesday, November 14, 2012 11:43:01 UTC",26.6719,102.5105,4.7,45.96,?,"7km WNW of Huidong, China"
us,c000dsfa,"Wednesday, November 14, 2012 11:40:59 UTC",-20.919,-173.876,4.5,46,?,"120km ENE of `Ohonua, Tonga"
us,c000dsdj,"Wednesday, November 14, 2012 09:15:51 UTC",-30.071,-174.541,4.8,32.5,?,"Kermadec Islands region"
us,c000dsck,"Wednesday, November 14, 2012 07:41:58 UTC",-20.666,-174.046,5.1,39.6,?,"100km SSE of Pangai, Tonga"
us,c000dscg,"Wednesday, November 14, 2012 07:24:28 UTC",35.672,29.927,4.7,10.1,?,"63km S of Demre, Turkey"
pr,12319001,"Wednesday, November 14, 2012 07:23:04 UTC",18.1266,-67.1126,2.6,63,?,"2km SE of Hormigueros, Puerto Rico"
uw,60474277,"Wednesday, November 14, 2012 07:10:45 UTC",44.59,-125.1368,2.6,41.1,?,"86km W of Newport, Oregon"
us,c000dsbw,"Wednesday, November 14, 2012 05:21:43 UTC",9.991,122.431,5.7,46.4,?,"4km NNW of Linaon, Philippines"
ak,10600049,"Wednesday, November 14, 2012 04:26:01 UTC",57.1544,-143.0182,3.1,66.2,?,"Gulf of Alaska"
us,c000dsb2,"Wednesday, November 14, 2012 03:04:46 UTC",51.8201,-130.559,4.7,15.25,?,"171km WSW of Bella Bella Islands, Canada"
pr,12319000,"Wednesday, November 14, 2012 01:10:00 UTC",17.8584,-66.1682,3,4,?,"10km S of Jobos, Puerto Rico"
uw,60474147,"Wednesday, November 14, 2012 00:49:54 UTC",44.0372,-121.2527,2.8,0,?,"5km ESE of Bend, Oregon"
us,c000ds9y,"Wednesday, November 14, 2012 00:43:01 UTC",17.364,-93.381,4.6,24.1,?,"10km SW of Ostuacan, Mexico"
us,c000ds8v,"Wednesday, November 14, 2012 00:09:35 UTC",13.989,-92.141,4.2,26.4,?,"42km SW of Champerico, Guatemala"
us,c000ds8m,"Wednesday, November 14, 2012 00:01:59 UTC",37.31,37.12,4.3,12,?,"25km SW of Pazarcik, Turkey"
us,c000ds8k,"Wednesday, November 14, 2012 00:00:44 UTC",-27.328,-69.041,4.8,91.4,?,"127km E of Copiapo, Chile"
ak,10602088,"Tuesday, November 13, 2012 23:57:24 UTC",57.5508,-142.8714,2.5,10,?,"281km S of Cape Yakataga, Alaska"
